"Número de identificação do ativo de vídeo","Identificação do vídeo universal","Identificação da Página","Nome da Página",Título,"Duração (s)","Horário de publicação","Rótulos personalizados","Comentário de dados",Data,Alcance,"Visualizações de 3 segundos do vídeo","Visualizações do vídeo de 1 minuto","Segundos de visualização","Média de Segundos de visualização","Visualizadores de 3 segundos","Visualizadores de 1 minuto","Visualizações do vídeo de 3 segundos de Posts turbinados","Visualizações do vídeo de 3 segundos de Posts orgânicos","Reações, comentários e compartilhamentos",Reações,Comentários,Compartilhamentos,"Segundos de visualização de Recomendações","Segundos de visualização de Seguidores","Média de Segundos de visualização de Recomendações","Média de Segundos de visualização de Compartilhamentos","Média de Segundos de visualização de Seguidores","Média de Segundos de visualização de Posts turbinados","Ganhos estimados (USD)","CPM do anúncio (USD)","Impressões do anúncio","Visualizações do vídeo de Seguidores por no mínimo 1 minuto","Visualizações do vídeo de Recomendações por no mínimo 1 minuto"
1465295888530183,,606604395858804,"Mega Eletrônicos Paraguai",,44,"03/06/2026 08:03",,,04/21/2026,3,1,0,46.562,15.52,1,0,0,1,0,0,0,0,42.873,3.689,42.873,0,1.8445,0,0,0,0,,
1465295888530183,,606604395858804,"Mega Eletrônicos Paraguai",,44,"03/06/2026 08:03",,,04/22/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,
3373621852813437,,606604395858804,"Mega Eletrônicos Paraguai","Novidades dos novos lançamentos da Apple 🍏👀",77,"03/06/2026 02:18",,,04/16/2026,1,1,0,42.88,42.88,1,0,0,1,0,0,0,0,,42.88,0,0,42.88,0,0,0,0,,
3373621852813437,,606604395858804,"Mega Eletrônicos Paraguai","Novidades dos novos lançamentos da Apple 🍏👀",77,"03/06/2026 02:18",,,04/17/2026,3,2,0,24.994,8.331,2,0,0,2,0,0,0,0,23.33,1.664,11.665,0,1.664,0,0,0,0,,
3373621852813437,,606604395858804,"Mega Eletrônicos Paraguai","Novidades dos novos lançamentos da Apple 🍏👀",77,"03/06/2026 02:18",,,04/18/2026,1,0,0,0.298,0.298,0,0,0,0,0,0,0,0,0.298,,0.298,0,0,0,0,0,0,,
3373621852813437,,606604395858804,"Mega Eletrônicos Paraguai","Novidades dos novos lançamentos da Apple 🍏👀",77,"03/06/2026 02:18",,,04/19/2026,4,0,0,2.713,0.678,0,0,0,0,0,0,0,0,2.713,,0.67825,0,0,0,0,0,0,,
3373621852813437,,606604395858804,"Mega Eletrônicos Paraguai","Novidades dos novos lançamentos da Apple 🍏👀",77,"03/06/2026 02:18",,,04/20/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,
3373621852813437,,606604395858804,"Mega Eletrônicos Paraguai","Novidades dos novos lançamentos da Apple 🍏👀",77,"03/06/2026 02:18",,,04/21/2026,2,0,0,2.206,1.103,0,0,0,0,0,0,0,0,,2.206,0,0,1.103,0,0,0,0,,
3373621852813437,,606604395858804,"Mega Eletrônicos Paraguai","Novidades dos novos lançamentos da Apple 🍏👀",77,"03/06/2026 02:18",,,04/22/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,
25949197154701287,,606604395858804,"Mega Eletrônicos Paraguai",,21,"03/05/2026 06:09",,,04/16/2026,1,0,0,3.084,3.084,0,0,0,0,0,0,0,0,,3.084,0,0,3.084,0,0,0,0,,
25949197154701287,,606604395858804,"Mega Eletrônicos Paraguai",,21,"03/05/2026 06:09",,,04/17/2026,2,0,0,5.615,2.807,0,0,0,0,0,0,0,0,3.948,1.667,3.948,0,1.667,0,0,0,0,,
25949197154701287,,606604395858804,"Mega Eletrônicos Paraguai",,21,"03/05/2026 06:09",,,04/18/2026,1,0,0,0.152,0.152,0,0,0,0,0,0,0,0,0.152,,0.152,0,0,0,0,0,0,,
25949197154701287,,606604395858804,"Mega Eletrônicos Paraguai",,21,"03/05/2026 06:09",,,04/19/2026,4,0,0,5.529,1.843,0,0,0,0,0,0,0,0,5.529,,1.843,0,0,0,0,0,0,,
25949197154701287,,606604395858804,"Mega Eletrônicos Paraguai",,21,"03/05/2026 06:09",,,04/20/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,
25949197154701287,,606604395858804,"Mega Eletrônicos Paraguai",,21,"03/05/2026 06:09",,,04/21/2026,2,0,0,3.973,1.986,0,0,0,0,0,0,0,0,,3.973,0,0,1.9865,0,0,0,0,,
25949197154701287,,606604395858804,"Mega Eletrônicos Paraguai",,21,"03/05/2026 06:09",,,04/22/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,
2067732434082839,,606604395858804,"Mega Eletrônicos Paraguai",,50,"03/04/2026 17:49",,,04/16/2026,1,0,0,1.05,1.05,0,0,0,0,0,0,0,0,,1.05,0,0,1.05,0,0,0,0,,
2067732434082839,,606604395858804,"Mega Eletrônicos Paraguai",,50,"03/04/2026 17:49",,,04/17/2026,2,2,0,27.682,13.841,2,0,0,2,0,0,0,0,15.761,11.921,15.761,0,11.921,0,0,0,0,,
2067732434082839,,606604395858804,"Mega Eletrônicos Paraguai",,50,"03/04/2026 17:49",,,04/18/2026,1,0,0,0.021,0.021,0,0,0,0,0,0,0,0,0.021,,0.021,0,0,0,0,0,0,,
2067732434082839,,606604395858804,"Mega Eletrônicos Paraguai",,50,"03/04/2026 17:49",,,04/19/2026,4,1,0,14.024,7.012,1,0,0,1,0,0,0,0,14.024,,7.012,0,0,0,0,0,0,,
2067732434082839,,606604395858804,"Mega Eletrônicos Paraguai",,50,"03/04/2026 17:49",,,04/20/2026,1,0,0,1.001,1.001,0,0,0,0,0,0,0,0,1.001,,1.001,0,0,0,0,0,0,,
2067732434082839,,606604395858804,"Mega Eletrônicos Paraguai",,50,"03/04/2026 17:49",,,04/21/2026,2,0,0,2.795,1.397,0,0,0,0,0,0,0,0,,2.795,0,0,1.3975,0,0,0,0,,
2067732434082839,,606604395858804,"Mega Eletrônicos Paraguai",,50,"03/04/2026 17:49",,,04/22/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,
1347511050749452,,606604395858804,"Mega Eletrônicos Paraguai",,74,"03/04/2026 14:29",,,04/16/2026,1,1,0,26.77,8.923,1,0,0,1,0,0,0,0,25.732,1.038,12.866,0,1.038,0,0,0,0,,
1347511050749452,,606604395858804,"Mega Eletrônicos Paraguai",,74,"03/04/2026 14:29",,,04/17/2026,2,0,0,6.714,2.238,0,0,0,0,0,0,0,0,2.153,4.561,2.153,0,2.2805,0,0,0,0,,
1347511050749452,,606604395858804,"Mega Eletrônicos Paraguai",,74,"03/04/2026 14:29",,,04/18/2026,1,1,0,6.049,3.024,1,0,0,1,0,0,0,0,6.049,,3.0245,0,0,0,0,0,0,,
1347511050749452,,606604395858804,"Mega Eletrônicos Paraguai",,74,"03/04/2026 14:29",,,04/19/2026,6,5,1,195.237,27.891,5,1,0,5,0,0,0,0,195.237,,27.891,0,0,0,0,0,0,,1
1347511050749452,,606604395858804,"Mega Eletrônicos Paraguai",,74,"03/04/2026 14:29",,,04/20/2026,0,0,0,2.496,1.248,0,0,0,0,0,0,0,0,2.496,,1.248,0,0,0,0,0,0,,
1347511050749452,,606604395858804,"Mega Eletrônicos Paraguai",,74,"03/04/2026 14:29",,,04/21/2026,2,0,0,2.921,1.46,0,0,0,0,0,0,0,0,,2.921,0,0,1.4605,0,0,0,0,,
1347511050749452,,606604395858804,"Mega Eletrônicos Paraguai",,74,"03/04/2026 14:29",,,04/22/2026,1,2,0,63.218,31.609,2,0,0,2,0,0,0,0,3.995,59.223,3.995,0,59.223,0,0,0,0,,
2472117393209123,,606604395858804,"Mega Eletrônicos Paraguai",,74,"03/03/2026 12:53",,,04/16/2026,2,2,0,13.253,4.417,2,0,0,2,0,0,0,0,11.593,1.66,5.7965,0,1.66,0,0,0,0,,
2472117393209123,,606604395858804,"Mega Eletrônicos Paraguai",,74,"03/03/2026 12:53",,,04/17/2026,2,0,0,3.777,1.888,0,0,0,0,0,0,0,0,1.435,2.342,1.435,0,2.342,0,0,0,0,,
2472117393209123,,606604395858804,"Mega Eletrônicos Paraguai",,74,"03/03/2026 12:53",,,04/18/2026,1,0,0,0.023,0.023,0,0,0,0,0,0,0,0,0.023,,0.023,0,0,0,0,0,0,,
2472117393209123,,606604395858804,"Mega Eletrônicos Paraguai",,74,"03/03/2026 12:53",,,04/19/2026,4,1,1,77.977,19.494,1,1,0,1,0,0,0,0,77.977,,19.49425,0,0,0,0,0,0,,1
2472117393209123,,606604395858804,"Mega Eletrônicos Paraguai",,74,"03/03/2026 12:53",,,04/20/2026,1,1,0,9.398,9.398,1,0,0,1,0,0,0,0,,9.398,0,0,9.398,0,0,0,0,,
2472117393209123,,606604395858804,"Mega Eletrônicos Paraguai",,74,"03/03/2026 12:53",,,04/21/2026,2,0,0,2.838,1.419,0,0,0,0,0,0,0,0,,2.838,0,0,1.419,0,0,0,0,,
2472117393209123,,606604395858804,"Mega Eletrônicos Paraguai",,74,"03/03/2026 12:53",,,04/22/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,
1690147725483898,,606604395858804,"Mega Eletrônicos Paraguai","3 opções de notebooks perfeitas para estudantes 🤩",47,"03/03/2026 07:23",,,04/16/2026,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,
1690147725483898,,606604395858804,"Mega Eletrônicos Paraguai","3 opções de notebooks perfeitas para estudantes 🤩",47,"03/03/2026 07:23",,,04/17/2026,2,2,0,89.795,44.897,2,0,0,2,0,0,0,0,55.341,34.454,55.341,0,34.454,0,0,0,0,,
1690147725483898,,606604395858804,"Mega Eletrônicos Paraguai","3 opções de notebooks perfeitas para estudantes 🤩",47,"03/03/2026 07:23",,,04/18/2026,1,0,0,0.022,0.022,0,0,0,0,0,0,0,0,0.022,,0.022,0,0,0,0,0,0,,
1690147725483898,,606604395858804,"Mega Eletrônicos Paraguai","3 opções de notebooks perfeitas para estudantes 🤩",47,"03/03/2026 07:23",,,04/19/2026,4,1,0,7.038,2.346,1,0,0,1,0,0,0,0,7.038,,2.346,0,0,0,0,0,0,,
1690147725483898,,606604395858804,"Mega Eletrônicos Paraguai","3 opções de notebooks perfeitas para estudantes 🤩",47,"03/03/2026 07:23",,,04/20/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,
1690147725483898,,606604395858804,"Mega Eletrônicos Paraguai","3 opções de notebooks perfeitas para estudantes 🤩",47,"03/03/2026 07:23",,,04/21/2026,2,0,0,2.953,1.476,0,0,0,0,0,0,0,0,,2.953,0,0,1.4765,0,0,0,0,,
1690147725483898,,606604395858804,"Mega Eletrônicos Paraguai","3 opções de notebooks perfeitas para estudantes 🤩",47,"03/03/2026 07:23",,,04/22/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,
2383530305406465,,606604395858804,"Mega Eletrônicos Paraguai",,48,"03/01/2026 07:04",,,04/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,
2383530305406465,,606604395858804,"Mega Eletrônicos Paraguai",,48,"03/01/2026 07:04",,,04/17/2026,2,2,0,65.964,32.982,2,0,0,2,0,0,0,0,17.122,48.842,17.122,0,48.842,0,0,0,0,,
2383530305406465,,606604395858804,"Mega Eletrônicos Paraguai",,48,"03/01/2026 07:04",,,04/18/2026,1,0,0,0.085,0.042,0,0,0,0,0,0,0,0,0.044,0.041,0.044,0,0.041,0,0,0,0,,
2383530305406465,,606604395858804,"Mega Eletrônicos Paraguai",,48,"03/01/2026 07:04",,,04/19/2026,3,1,0,8.065,2.688,1,0,0,1,0,0,0,0,8.065,,2.6883333333333,0,0,0,0,0,0,,
2383530305406465,,606604395858804,"Mega Eletrônicos Paraguai",,48,"03/01/2026 07:04",,,04/20/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,
2383530305406465,,606604395858804,"Mega Eletrônicos Paraguai",,48,"03/01/2026 07:04",,,04/21/2026,2,0,0,2.842,1.421,0,0,0,0,0,0,0,0,,2.842,0,0,1.421,0,0,0,0,,
2383530305406465,,606604395858804,"Mega Eletrônicos Paraguai",,48,"03/01/2026 07:04",,,04/22/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,
1370486668165153,,606604395858804,"Mega Eletrônicos Paraguai",,14,"02/27/2026 06:37",,,04/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,
1370486668165153,,606604395858804,"Mega Eletrônicos Paraguai",,14,"02/27/2026 06:37",,,04/17/2026,2,1,0,10.103,5.051,1,0,0,1,0,0,0,0,0.817,9.286,0.817,0,9.286,0,0,0,0,,
1370486668165153,,606604395858804,"Mega Eletrônicos Paraguai",,14,"02/27/2026 06:37",,,04/18/2026,1,0,0,0.459,0.459,0,0,0,0,0,0,0,0,0.459,,0.459,0,0,0,0,0,0,,
1370486668165153,,606604395858804,"Mega Eletrônicos Paraguai",,14,"02/27/2026 06:37",,,04/19/2026,3,1,0,22.099,7.366,1,0,0,1,0,0,0,0,22.099,,7.3663333333333,0,0,0,0,0,0,,
1370486668165153,,606604395858804,"Mega Eletrônicos Paraguai",,14,"02/27/2026 06:37",,,04/20/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,
1370486668165153,,606604395858804,"Mega Eletrônicos Paraguai",,14,"02/27/2026 06:37",,,04/21/2026,2,0,0,4.549,2.274,0,0,0,0,0,0,0,0,,4.549,0,0,2.2745,0,0,0,0,,
1370486668165153,,606604395858804,"Mega Eletrônicos Paraguai",,14,"02/27/2026 06:37",,,04/22/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,
1635018247678416,,606604395858804,"Mega Eletrônicos Paraguai",,16,"02/26/2026 06:25",,,04/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,
1635018247678416,,606604395858804,"Mega Eletrônicos Paraguai",,16,"02/26/2026 06:25",,,04/17/2026,2,0,0,3.5,1.75,0,0,0,0,0,0,0,0,1.171,2.329,1.171,0,2.329,0,0,0,0,,
1635018247678416,,606604395858804,"Mega Eletrônicos Paraguai",,16,"02/26/2026 06:25",,,04/18/2026,2,1,0,8.715,4.357,1,0,0,1,0,0,0,0,0.354,8.361,0.354,0,8.361,0,0,0,0,,
1635018247678416,,606604395858804,"Mega Eletrônicos Paraguai",,16,"02/26/2026 06:25",,,04/19/2026,2,1,0,22.457,11.228,1,0,0,1,0,0,0,0,22.457,,11.2285,0,0,0,0,0,0,,
1635018247678416,,606604395858804,"Mega Eletrônicos Paraguai",,16,"02/26/2026 06:25",,,04/20/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,
1635018247678416,,606604395858804,"Mega Eletrônicos Paraguai",,16,"02/26/2026 06:25",,,04/21/2026,2,0,0,3.945,1.972,0,0,0,0,0,0,0,0,,3.945,0,0,1.9725,0,0,0,0,,
1635018247678416,,606604395858804,"Mega Eletrônicos Paraguai",,16,"02/26/2026 06:25",,,04/22/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,
2656164668082148,,606604395858804,"Mega Eletrônicos Paraguai",,53,"01/30/2026 04:30",,,04/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,
2656164668082148,,606604395858804,"Mega Eletrônicos Paraguai",,53,"01/30/2026 04:30",,,04/17/2026,3,3,0,211.592,52.898,3,0,0,3,0,0,0,0,147.768,63.824,73.884,0,31.912,0,0,0,0,,
2656164668082148,,606604395858804,"Mega Eletrônicos Paraguai",,53,"01/30/2026 04:30",,,04/18/2026,1,0,0,0.998,0.998,0,0,0,0,0,0,0,0,0.998,,0.998,0,0,0,0,0,0,,
2656164668082148,,606604395858804,"Mega Eletrônicos Paraguai",,53,"01/30/2026 04:30",,,04/19/2026,1,1,0,4.812,4.812,1,0,0,1,0,0,0,0,4.812,,4.812,0,0,0,0,0,0,,
2656164668082148,,606604395858804,"Mega Eletrônicos Paraguai",,53,"01/30/2026 04:30",,,04/20/2026,0,0,0,3.83,1.915,0,0,0,0,0,0,0,0,3.83,,1.915,0,0,0,0,0,0,,
2656164668082148,,606604395858804,"Mega Eletrônicos Paraguai",,53,"01/30/2026 04:30",,,04/21/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,
2656164668082148,,606604395858804,"Mega Eletrônicos Paraguai",,53,"01/30/2026 04:30",,,04/22/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,
1572754613849555,,606604395858804,"Mega Eletrônicos Paraguai",,54,"12/11/2025 13:00",,,04/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,
1572754613849555,,606604395858804,"Mega Eletrônicos Paraguai",,54,"12/11/2025 13:00",,,04/17/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,
1572754613849555,,606604395858804,"Mega Eletrônicos Paraguai",,54,"12/11/2025 13:00",,,04/18/2026,1,0,0,0.107,0.107,0,0,0,0,0,0,0,0,0.107,,0.107,0,0,0,0,0,0,,
1572754613849555,,606604395858804,"Mega Eletrônicos Paraguai",,54,"12/11/2025 13:00",,,04/19/2026,1,1,0,55.67,55.67,1,0,0,1,0,0,0,0,55.67,,55.67,0,0,0,0,0,0,,
1572754613849555,,606604395858804,"Mega Eletrônicos Paraguai",,54,"12/11/2025 13:00",,,04/20/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,
1572754613849555,,606604395858804,"Mega Eletrônicos Paraguai",,54,"12/11/2025 13:00",,,04/21/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,
1572754613849555,,606604395858804,"Mega Eletrônicos Paraguai",,54,"12/11/2025 13:00",,,04/22/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,
4318508048370333,,606604395858804,"Mega Eletrônicos Paraguai",,66,"11/22/2025 13:01",,,04/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,
4318508048370333,,606604395858804,"Mega Eletrônicos Paraguai",,66,"11/22/2025 13:01",,,04/17/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,
4318508048370333,,606604395858804,"Mega Eletrônicos Paraguai",,66,"11/22/2025 13:01",,,04/18/2026,1,0,0,0.437,0.437,0,0,0,0,0,0,0,0,0.437,,0.437,0,0,0,0,0,0,,
4318508048370333,,606604395858804,"Mega Eletrônicos Paraguai",,66,"11/22/2025 13:01",,,04/19/2026,1,0,0,1.889,1.889,0,0,0,0,0,0,0,0,1.889,,1.889,0,0,0,0,0,0,,
4318508048370333,,606604395858804,"Mega Eletrônicos Paraguai",,66,"11/22/2025 13:01",,,04/20/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,
4318508048370333,,606604395858804,"Mega Eletrônicos Paraguai",,66,"11/22/2025 13:01",,,04/21/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,
4318508048370333,,606604395858804,"Mega Eletrônicos Paraguai",,66,"11/22/2025 13:01",,,04/22/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,
767052829639139,,606604395858804,"Mega Eletrônicos Paraguai",,20,"09/24/2025 14:01",,,04/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,
767052829639139,,606604395858804,"Mega Eletrônicos Paraguai",,20,"09/24/2025 14:01",,,04/17/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,
767052829639139,,606604395858804,"Mega Eletrônicos Paraguai",,20,"09/24/2025 14:01",,,04/18/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,
767052829639139,,606604395858804,"Mega Eletrônicos Paraguai",,20,"09/24/2025 14:01",,,04/19/2026,1,0,0,1.432,1.432,0,0,0,0,0,0,0,0,1.432,,1.432,0,0,0,0,0,0,,
767052829639139,,606604395858804,"Mega Eletrônicos Paraguai",,20,"09/24/2025 14:01",,,04/20/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,
767052829639139,,606604395858804,"Mega Eletrônicos Paraguai",,20,"09/24/2025 14:01",,,04/21/2026,0,1,0,19.356,19.356,1,0,0,1,0,0,0,0,19.356,,19.356,0,0,0,0,0,0,,
767052829639139,,606604395858804,"Mega Eletrônicos Paraguai",,20,"09/24/2025 14:01",,,04/22/2026,0,1,0,19.386,19.386,1,0,0,1,0,0,0,0,19.386,,19.386,0,0,0,0,0,0,,
1099256438804112,,606604395858804,"Mega Eletrônicos Paraguai",,9,"07/31/2025 08:06",,,04/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,
1099256438804112,,606604395858804,"Mega Eletrônicos Paraguai",,9,"07/31/2025 08:06",,,04/17/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,
1099256438804112,,606604395858804,"Mega Eletrônicos Paraguai",,9,"07/31/2025 08:06",,,04/18/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,
1099256438804112,,606604395858804,"Mega Eletrônicos Paraguai",,9,"07/31/2025 08:06",,,04/19/2026,0,0,0,0.687,0.687,0,0,0,0,0,0,0,0,0.687,,0.687,0,0,0,0,0,0,,
1099256438804112,,606604395858804,"Mega Eletrônicos Paraguai",,9,"07/31/2025 08:06",,,04/20/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,
1099256438804112,,606604395858804,"Mega Eletrônicos Paraguai",,9,"07/31/2025 08:06",,,04/21/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,
1099256438804112,,606604395858804,"Mega Eletrônicos Paraguai",,9,"07/31/2025 08:06",,,04/22/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,
